subject,block,trial,effect,target,key,choice,choice_tcd,rt,pA,pB,pC,mA,mB,mC,pos_A,pos_B,pos_C,pA_top,pB_top,pC_top,dwell_A,dwell_B,dwell_C,dwell_p,dwell_m,dwell_Ap,dwell_Am,dwell_Bp,dwell_Bm,dwell_Cp,dwell_Cm,dwell_total,dwell_target,dwell_competitor,dwell_decoy
0,1,11,compromise,A,L,A,target,6850.0,0.78,0.65,0.82,12,14,9,0,2,1,True,True,False,0.25184095425591047,0.41071830877350746,0.3374407369705821,0.6102890312241709,0.3897109687758291,0.18716481300321555,0.0646761412526949,0.2979072388647149,0.11281106990879264,0.12521697935624052,0.21222375761434156,6045.505999999776,0.25184095425591047,0.41071830877350746,0.3374407369705821
0,1,12,compromise,A,L,A,target,7440.0,0.72,0.68,0.82,12,15,8,0,1,2,True,False,True,0.4209712341478503,0.32802350757810084,0.25100525827404885,0.5624806681101144,0.43751933188988557,0.2896690380451593,0.131302196102691,0.10934116919270027,0.21868233838540055,0.16347046087225486,0.087534797401794,6466.0,0.4209712341478503,0.32802350757810084,0.25100525827404885
0,1,13,compromise,B,L,C,decoy,11160.0,0.72,0.62,0.58,11,14,18,2,1,0,True,False,False,0.37380914147623007,0.18376586992940347,0.44242498859436646,0.49925592541150876,0.5007440745884912,0.22274650900533752,0.15106263247089255,0.08342869246381733,0.10033717746558612,0.19308072394235393,0.24934426465201254,9876.698000000004,0.18376586992940347,0.37380914147623007,0.44242498859436646
0,1,14,compromise,A,R,B,competitor,8970.0,0.78,0.68,0.88,11,15,9,0,2,1,True,False,False,0.3481770543488576,0.2269610320897461,0.4248619135613963,0.5145591953421252,0.4854408046578748,0.2335919352289687,0.11458511911988892,0.10523638834274253,0.12172464374700356,0.175730871770414,0.2491310417909823,7915.512999999744,0.3481770543488576,0.2269610320897461,0.4248619135613963
0,1,15,compromise,A,M,A,target,8370.0,0.75,0.68,0.88,11,15,9,1,2,0,False,True,True,0.37181060588765613,0.2641266397007722,0.36406275441157165,0.5254743445127431,0.47452565548725695,0.20789350392014788,0.16391710196750822,0.12645814788986248,0.13766849181090976,0.1911226927027327,0.17294006170883897,7314.673000000126,0.37181060588765613,0.2641266397007722,0.36406275441157165
0,1,16,compromise,A,R,A,target,10860.0,0.75,0.65,0.82,12,15,8,2,1,0,True,True,True,0.34758959407986256,0.35198135438953415,0.3004290515306033,0.6256001090966622,0.3743998909033378,0.23405055431640553,0.11353903976345701,0.1884396801897594,0.16354167419977475,0.20310987459049726,0.09731917694010601,9679.490000000136,0.34758959407986256,0.35198135438953415,0.3004290515306033
0,1,17,attraction,B,M,C,decoy,6430.0,0.72,0.62,0.6,12,15,14,0,2,1,True,True,False,0.2083264108980778,0.41646614938495663,0.3752074397169656,0.537803216664303,0.46219678333569697,0.13832425669845488,0.07000215419962291,0.2626480825569852,0.15381806682797142,0.13683087740886293,0.23837656230810264,5356.978000000177,0.41646614938495663,0.2083264108980778,0.3752074397169656
0,1,18,attraction,A,L,B,competitor,5280.0,0.78,0.68,0.76,11,15,10,2,0,1,False,False,False,0.38580194318760086,0.35131652072991726,0.2628815360824819,0.3630809806912757,0.6369190193087243,0.14564136960144414,0.24016057358615672,0.15132161022552543,0.19999491050439186,0.06611800086430615,0.19676353521817572,4401.221999999951,0.38580194318760086,0.35131652072991726,0.2628815360824819
0,1,19,compromise,B,L,B,target,6740.0,0.75,0.68,0.55,11,14,17,2,0,1,False,False,False,0.29424851068508834,0.40607278696781474,0.2996787023470969,0.3254683794848753,0.6745316205151247,0.11030076813454869,0.18394774255053967,0.13880554110333138,0.26726724586448336,0.07636207024699525,0.22331663210010166,5892.978000000032,0.40607278696781474,0.29424851068508834,0.2996787023470969
0,1,20,attraction,B,R,A,competitor,5290.0,0.75,0.62,0.6,11,15,14,2,0,1,True,True,True,0.40614709743041144,0.3763357260222793,0.2175171765473092,0.5461377853916125,0.4538622146083875,0.2510941202581951,0.15505297717221633,0.16790022385219996,0.2084355021700794,0.12714344128121738,0.0903737352660918,4514.585999999952,0.3763357260222793,0.40614709743041144,0.2175171765473092
0,1,21,compromise,B,M,C,decoy,11530.0,0.78,0.62,0.55,12,14,18,2,0,1,False,False,True,0.13870039070532594,0.31431215299198023,0.5469874563026939,0.4425251902118034,0.5574748097881966,0.058194530125436975,0.08050586057988895,0.13273699362533414,0.18157515936664612,0.25159366646103226,0.29539378984166154,9726.0,0.31431215299198023,0.13870039070532594,0.5469874563026939
0,1,22,attraction,A,M,B,competitor,12580.0,0.72,0.65,0.7,12,15,11,2,1,0,False,True,True,0.22287192802165506,0.4954129546272545,0.28171511735109045,0.5028241605670771,0.4971758394329229,0.10706067375719729,0.11581125426445778,0.22923458225844287,0.2661783723688116,0.16652890455143698,0.11518621279965346,11199.256999999925,0.22287192802165506,0.4954129546272545,0.28171511735109045
0,1,23,attraction,A,M,A,target,9910.0,0.75,0.68,0.73,11,14,10,1,0,2,False,False,False,0.46415942485230954,0.37889645843318837,0.1569441167145021,0.3040424445128802,0.6959575554871198,0.1039599973643974,0.3601994274879121,0.14338144815263043,0.23551501028055793,0.05670099899585237,0.10024311771864972,8878.414999999746,0.46415942485230954,0.37889645843318837,0.1569441167145021
0,1,24,compromise,A,M,A,target,6950.0,0.75,0.62,0.88,11,15,9,1,0,2,True,False,True,0.3979150499495035,0.35948542089629154,0.24259952915420493,0.529664740201903,0.47033525979809704,0.2381856563191891,0.15972939363031444,0.1933930208823615,0.16609240001393008,0.0980860630003524,0.14451346615385255,6117.076999999932,0.3979150499495035,0.35948542089629154,0.24259952915420493
0,1,25,compromise,B,M,A,competitor,7870.0,0.72,0.62,0.55,12,14,18,1,0,2,False,True,True,0.31461285395514027,0.3150780864421712,0.3703090596026885,0.5636943890254469,0.43630561097455306,0.0769233609477957,0.23768949300734457,0.20877000161231754,0.10630808482985367,0.2780010264653337,0.09230803313735485,6499.975999999879,0.3150780864421712,0.31461285395514027,0.3703090596026885
0,1,26,attraction,A,M,A,target,6000.0,0.72,0.65,0.7,11,15,10,1,0,2,False,False,True,0.4490207954774884,0.2870987280436099,0.26388047647890167,0.39834443771451644,0.6016555622854836,0.15142337976983647,0.2975974157076519,0.07046234605289724,0.2166363819907127,0.17645871189178275,0.08742176458711892,4953.0,0.4490207954774884,0.2870987280436099,0.26388047647890167
0,1,27,filler,,L,C,,4300.0,0.24,0.37,0.76,41,27,13,1,2,0,True,True,False,0.16789622580955857,0.29976929520184104,0.5323344789886004,0.5604991371778222,0.4395008628221778,0.16789622580955857,0.0,0.19818279522544144,0.10158649997639958,0.19442011614282217,0.33791436284577825,3770.1859999997832,,,
0,1,28,attraction,B,L,A,competitor,7230.0,0.78,0.65,0.63,12,15,14,0,1,2,True,False,False,0.40505849177324343,0.380247869256461,0.21469363897029559,0.411851594404386,0.588148405595614,0.22227663725622213,0.18278185451702134,0.13554609436093717,0.2447017748955238,0.054028862787226704,0.16066477618306887,6329.949999999895,0.380247869256461,0.40505849177324343,0.21469363897029559
0,1,29,compromise,A,L,A,target,5150.0,0.78,0.68,0.85,11,15,8,0,2,1,False,True,True,0.352788855978932,0.24898570473339432,0.3982254392876737,0.5928600341342547,0.40713996586574525,0.1509455724343294,0.20184328354460257,0.14919801153783935,0.09978769319555499,0.292716450162086,0.1055089891255877,4577.808999999834,0.352788855978932,0.24898570473339432,0.3982254392876737
0,1,30,attraction,B,L,A,competitor,5670.0,0.72,0.62,0.6,12,15,14,0,1,2,True,False,True,0.4410424804098119,0.3968564063056749,0.16210111328451313,0.5008610147495635,0.49913898525043654,0.29293730609779717,0.14810517431201478,0.1208980083127082,0.27595839799296673,0.08702570033905813,0.075075412945455,4888.418000000063,0.3968564063056749,0.4410424804098119,0.16210111328451313
0,1,31,attraction,B,L,A,competitor,6700.0,0.78,0.62,0.6,12,15,14,0,1,2,True,True,True,0.35529111757644377,0.39514967899870995,0.24955920342484628,0.5261811070151872,0.4738188929848128,0.24544841352629013,0.10984270405015366,0.13394323752795456,0.2612064414707554,0.14678945596094253,0.10276974746390376,5838.293999999762,0.39514967899870995,0.35529111757644377,0.24955920342484628
0,1,32,compromise,B,L,B,target,7730.0,0.72,0.68,0.52,12,15,18,1,0,2,False,True,True,0.3677463244222504,0.5244035435179017,0.10785013205984785,0.49716648289406784,0.5028335171059322,0.15310193572132247,0.21464438870092797,0.2951925992183528,0.2292109442995489,0.04887194795439259,0.05897818410545526,6629.569999999949,0.5244035435179017,0.3677463244222504,0.10785013205984785
0,1,33,attraction,A,M,A,target,10290.0,0.78,0.62,0.76,12,14,11,1,2,0,False,False,True,0.4234045179607456,0.19330946796691767,0.38328601407233676,0.5561041846685595,0.44389581533144057,0.23552647821256634,0.18787803974817924,0.08529811134427849,0.10801135662263918,0.2352795951117146,0.14800641896062214,8101.0,0.4234045179607456,0.19330946796691767,0.38328601407233676
0,1,34,compromise,B,M,A,competitor,11810.0,0.75,0.62,0.58,12,14,18,1,0,2,False,False,False,0.36256101381705336,0.20557026970876052,0.4318687164741861,0.3037044009818439,0.6962955990181561,0.09242912841345083,0.27013188540360256,0.050584358688742184,0.15498591102001835,0.16069091387965093,0.27117780259453517,10517.085000000196,0.20557026970876052,0.36256101381705336,0.4318687164741861
0,1,35,compromise,A,M,A,target,5640.0,0.78,0.68,0.82,12,15,9,1,2,0,True,False,True,0.5002574240724894,0.2255345378346238,0.2742080380928868,0.5443153337890205,0.4556846662109794,0.3082908174504608,0.19196660662202863,0.07699644221889017,0.1485380956157336,0.1590280741196696,0.11517996397321717,4766.454000000027,0.5002574240724894,0.2255345378346238,0.2742080380928868
0,1,36,compromise,B,M,B,target,13330.0,0.75,0.62,0.58,11,15,17,0,1,2,False,True,False,0.4576207479797031,0.3420409697425296,0.20033828227776734,0.36525089268934413,0.6347491073106559,0.11097538056756248,0.3466453674121406,0.1869949257658335,0.1550460439766961,0.06728058635594814,0.1330576959218192,10642.0,0.3420409697425296,0.4576207479797031,0.20033828227776734
0,1,37,attraction,A,L,A,target,7930.0,0.75,0.65,0.73,11,15,10,0,2,1,True,False,False,0.333531101977161,0.3275185922530761,0.33895030576976287,0.34539150475072355,0.6546084952492764,0.21206914586236403,0.12146195611479699,0.07859303042722157,0.24892556182585454,0.054729328461137934,0.28422097730862494,6998.0759999998845,0.333531101977161,0.3275185922530761,0.33895030576976287
0,1,38,compromise,A,R,A,target,8350.0,0.72,0.68,0.82,12,15,8,2,0,1,False,True,True,0.35239598038185393,0.29923817790597756,0.3483658417121685,0.6587126124034182,0.34128738759658184,0.19875188810823743,0.1536440922736165,0.17099324451770148,0.1282449333882761,0.2889674797774793,0.05939836193468922,7204.963000000047,0.35239598038185393,0.29923817790597756,0.3483658417121685
0,1,39,attraction,A,M,A,target,7200.0,0.75,0.65,0.73,12,14,11,1,2,0,False,False,False,0.4606445615122405,0.2479082739386427,0.29144716454911684,0.2592190889370933,0.7407809110629068,0.08769755190579485,0.3729470096064456,0.09296560272699102,0.1549426712116517,0.0785559343043074,0.2128912302448094,6454.0,0.4606445615122405,0.2479082739386427,0.29144716454911684
0,1,40,attraction,B,L,B,target,12650.0,0.75,0.68,0.66,11,14,13,1,0,2,True,True,True,0.25118274638538585,0.4983888097709262,0.25042844384368795,0.6672748859494653,0.33272511405053473,0.1663237104443771,0.08485903594100873,0.34235906611311406,0.1560297436578121,0.15859210939197407,0.09183633445171388,10605.823999999848,0.4983888097709262,0.25118274638538585,0.25042844384368795
0,1,41,filler,,L,A,,10560.0,0.19,0.56,0.8,52,17,12,0,1,2,True,False,False,0.46329568631160356,0.28252780616556217,0.2541765075228343,0.552357733402335,0.447642266597665,0.2962108653560679,0.16708482095553565,0.12752611165551334,0.15500169451004883,0.1286207563907538,0.1255557511320805,9135.384000000078,,,
0,1,42,attraction,A,M,B,competitor,12210.0,0.75,0.65,0.73,12,14,11,0,1,2,True,True,False,0.45226746873584117,0.3591767628513618,0.18855576841279706,0.5655721711473656,0.4344278288526345,0.272464036697402,0.17980343203843915,0.2147176434448451,0.1444591194065167,0.07839049100511845,0.1101652774076786,10511.479000000108,0.45226746873584117,0.3591767628513618,0.18855576841279706
0,1,43,attraction,B,L,A,competitor,15070.0,0.72,0.68,0.66,12,14,13,0,1,2,False,True,True,0.2948307146644648,0.33473938904313366,0.37042989629240153,0.5793884239981153,0.4206115760018847,0.07761746102840787,0.21721325363605692,0.26027772023466106,0.0744616688084726,0.24149324273504635,0.12893665355735517,13308.861000000034,0.33473938904313366,0.2948307146644648,0.37042989629240153
0,1,44,attraction,A,L,B,competitor,8870.0,0.72,0.68,0.7,11,14,10,2,0,1,False,True,True,0.30639886532906163,0.4296267276182083,0.26397440705273006,0.6053477862812855,0.39465221371871445,0.18108958579063772,0.12530927953842394,0.18856676562213887,0.24105996199606944,0.23569143486850896,0.028282972184221076,7637.103999999876,0.30639886532906163,0.4296267276182083,0.26397440705273006
0,1,45,compromise,A,M,A,target,9430.0,0.78,0.65,0.82,12,14,8,1,0,2,True,True,False,0.49322313901172216,0.23894198087141835,0.26783488011685946,0.6481114167999797,0.35188858320002026,0.34893510567757235,0.14428803333414983,0.16424143465952923,0.07470054621188914,0.13493487646287822,0.13290000365398127,8018.6830000001355,0.49322313901172216,0.23894198087141835,0.26783488011685946
0,1,46,attraction,A,L,A,target,9610.0,0.72,0.65,0.7,11,14,10,0,2,1,False,True,False,0.4014212153041936,0.2562683565128312,0.34231042818297525,0.4693415029564402,0.5306584970435597,0.2960961980551516,0.10532501724904203,0.0861581878262441,0.17011016868658707,0.08708711707504457,0.2552233111079307,8612.065999999875,0.4014212153041936,0.2562683565128312,0.34231042818297525
0,1,47,compromise,A,L,A,target,13740.0,0.78,0.62,0.85,11,15,8,0,1,2,True,True,False,0.21132875423439887,0.4063225062766979,0.38234873948890324,0.4444161648869641,0.5555838351130359,0.09778176975659059,0.11354698447780828,0.2516424493307899,0.15468005694590803,0.09499194579958364,0.2873567936893196,12179.979999999865,0.21132875423439887,0.4063225062766979,0.38234873948890324
0,1,48,compromise,B,L,B,target,5250.0,0.72,0.65,0.52,12,15,17,2,0,1,False,False,True,0.2191088654110916,0.5162899098027508,0.26460122478615766,0.3598576657091744,0.6401423342908256,0.08467239193157045,0.13443647347952115,0.14457810922315653,0.37171180057959424,0.1306071645544474,0.13399406023171023,4724.089999999851,0.5162899098027508,0.2191088654110916,0.26460122478615766
0,1,49,compromise,B,R,A,competitor,11060.0,0.72,0.68,0.55,11,14,18,2,1,0,True,False,False,0.33398351798109804,0.39809866866867266,0.2679178133502293,0.4372862365049375,0.5627137634950625,0.18836662426254072,0.14561689371855732,0.1536047737298051,0.24449389493886756,0.09531483851259163,0.17260297483763765,9264.035000000033,0.39809866866867266,0.33398351798109804,0.2679178133502293
0,1,50,compromise,A,M,A,target,4770.0,0.78,0.62,0.85,12,14,8,1,0,2,True,False,False,0.4431416303378953,0.2857496257740265,0.2711087438880782,0.5525670766955336,0.4474329233044663,0.29206035072486636,0.15108127961302895,0.19538004447800048,0.09036958129602606,0.06512668149266683,0.20598206239541136,3961.5099999997765,0.4431416303378953,0.2857496257740265,0.2711087438880782
0,1,51,attraction,B,M,A,competitor,5400.0,0.72,0.65,0.63,12,14,13,1,2,0,True,True,False,0.32370014049149953,0.24212652821411768,0.4341733312943828,0.5267018834447948,0.4732981165552051,0.21191503974629286,0.11178510074520669,0.10798440731986966,0.134142120894248,0.20680243637863238,0.2273708949157504,4472.8679999999,0.24212652821411768,0.32370014049149953,0.4341733312943828
0,1,52,filler,,M,B,,12390.0,0.27,0.47,0.86,37,21,11,0,1,2,False,True,False,0.3560699963678862,0.44859699702863154,0.19533300660348224,0.4436812091131593,0.5563187908868407,0.1528531789565711,0.2032168174113151,0.21440144067830266,0.2341955563503289,0.07642658947828555,0.1189064171251967,10781.587999999872,,,
0,1,53,attraction,B,M,B,target,7890.0,0.72,0.62,0.6,12,14,13,0,1,2,False,True,True,0.2976423373167988,0.4244184096676553,0.2779392530155459,0.4253965769733913,0.5746034230266087,0.10689971269828688,0.1907426246185119,0.20936134059227815,0.21505706907537714,0.10913552368282622,0.1688037293327197,7156.240000000107,0.4244184096676553,0.2976423373167988,0.2779392530155459
0,1,54,attraction,B,R,A,competitor,9690.0,0.72,0.62,0.6,11,15,14,2,1,0,False,False,False,0.31086141969375836,0.402958893130896,0.28617968717534564,0.4263853669062534,0.5736146330937466,0.13620316662356022,0.17465825307019814,0.15197777710545918,0.2509811160254368,0.13820442317723397,0.14797526399811167,8494.663000000059,0.402958893130896,0.31086141969375836,0.28617968717534564
0,1,55,filler,,L,B,,14420.0,0.27,0.61,0.89,37,16,11,1,0,2,False,False,True,0.48852436218107936,0.3573841049705535,0.1540915328483671,0.3674966909036936,0.6325033090963065,0.1832063149342897,0.3053180472467897,0.09020936470771239,0.26717474026284116,0.09408101126169147,0.06001052158667563,12914.401999999885,,,
0,1,56,compromise,B,M,A,competitor,5180.0,0.78,0.65,0.52,12,14,17,1,0,2,True,False,False,0.4094133769923324,0.3615713183992596,0.22901530460840805,0.37077771785884944,0.6292222821411505,0.24428111023559734,0.165132266756735,0.07540084810521146,0.28617047029404813,0.051095759518040684,0.17791954509036736,4535.758000000031,0.3615713183992596,0.4094133769923324,0.22901530460840805
0,1,57,filler,,M,B,,20820.0,0.16,0.46,0.87,62,21,11,0,1,2,False,False,False,0.3607046741497696,0.260412193779046,0.3788831320711844,0.3112923203451967,0.6887076796548033,0.11050298966775166,0.25020168448201796,0.08020555979872702,0.180206633980319,0.12058377087871804,0.2582993611924663,18153.35499999975,,,
0,1,58,filler,,L,B,,10050.0,0.31,0.38,0.85,32,26,11,1,0,2,False,True,False,0.23658673919424134,0.5369157500678122,0.22649751073794644,0.5803334410651263,0.4196665589348737,0.11789660218591806,0.11869013700832327,0.4246872537562172,0.11222849631159508,0.03774958512299107,0.18874792561495535,8821.288999999873,,,
0,1,59,attraction,A,L,A,target,9930.0,0.72,0.65,0.7,11,15,10,0,1,2,False,False,False,0.4834878540742369,0.1864276438299881,0.330084502095775,0.31737352638009403,0.682626473619906,0.15782794846970585,0.325659905604531,0.06379026701758432,0.1226373768124038,0.09575531089280384,0.2343291912029712,8496.593999999925,0.4834878540742369,0.1864276438299881,0.330084502095775
0,1,60,filler,,M,A,,12640.0,0.32,0.48,0.85,31,20,11,1,2,0,True,False,False,0.46643077481400835,0.21992378878606422,0.3136454363999274,0.49673380511703863,0.5032661948829613,0.3092905098893123,0.15714026492469607,0.10660497187443295,0.11331881691163129,0.08083832335329341,0.232807113046634,11022.0,,,
0,1,61,attraction,B,L,A,competitor,11020.0,0.78,0.62,0.6,11,14,13,0,1,2,True,False,True,0.32593581388823584,0.35706746955487595,0.3169967165568882,0.6033869137875001,0.3966130862124999,0.24000823726781353,0.08592757662042229,0.16281014517553696,0.194257324379339,0.20056853134414956,0.11642818521273865,9508.006999999867,0.35706746955487595,0.32593581388823584,0.3169967165568882
0,1,62,attraction,A,L,A,target,8790.0,0.75,0.65,0.73,12,15,11,0,2,1,True,True,True,0.3077267452538735,0.3325050925848646,0.3597681621612619,0.5694000350636963,0.43059996493630365,0.16632403032174592,0.14140271493212758,0.1934503932143406,0.139054699370524,0.2096256115276098,0.1501425506336521,7666.047999999952,0.3077267452538735,0.3325050925848646,0.3597681621612619
0,1,63,compromise,A,M,A,target,6660.0,0.72,0.65,0.82,12,15,8,1,0,2,False,True,False,0.39797231953578405,0.4542303775679273,0.1477973028962887,0.5295119191134809,0.470488080886519,0.106647413604655,0.29132490593112903,0.36949325724072174,0.08473712032720551,0.05337124826810425,0.09442605462818444,6089.420999999857,0.39797231953578405,0.4542303775679273,0.1477973028962887
0,1,64,compromise,A,R,A,target,9830.0,0.78,0.68,0.88,12,15,8,2,0,1,False,True,True,0.2239232413138458,0.601387038695111,0.1746897199910432,0.5511941728980826,0.44880582710191735,0.0724492866585282,0.15147395465531757,0.3454381987878625,0.2559488399072485,0.1333066874516919,0.041383032539351314,8626.72399999993,0.2239232413138458,0.601387038695111,0.1746897199910432
0,1,65,attraction,B,M,B,target,11890.0,0.78,0.68,0.66,11,14,13,2,1,0,True,False,False,0.37165150201231806,0.38710608227403165,0.2412424157136503,0.4441009944004668,0.5558990055995332,0.18856059939432093,0.18309090261799713,0.1956616092442852,0.1914444730297465,0.05987878576186069,0.1813636299517896,10421.053000000073,0.38710608227403165,0.37165150201231806,0.2412424157136503
0,1,66,filler,,R,A,,9380.0,0.32,0.6,0.78,31,16,12,2,0,1,True,True,True,0.4737771892740637,0.1866757579805784,0.3395470527453579,0.679859213174823,0.32014078682517705,0.3098881435352461,0.16388904573881766,0.14072672835021469,0.045949029630363694,0.2292443412893622,0.11030271145599568,7987.110999999917,,,
0,1,67,filler,,L,C,,17390.0,0.19,0.59,0.81,52,16,12,2,1,0,False,False,False,0.19014939093824335,0.34995930222626404,0.4598913068354926,0.28611448417970853,0.7138855158202915,0.040100877450729086,0.15004851348751427,0.09609700402255308,0.2538622982037109,0.14991660270642634,0.3099747041290663,15161.763000000035,,,
0,1,68,compromise,B,R,C,decoy,12550.0,0.72,0.65,0.58,11,15,17,0,1,2,False,False,False,0.31423273008043673,0.43829785863767146,0.24746941128189184,0.3523378092191404,0.6476621907808596,0.10948501611683875,0.20474771396359795,0.128090312973295,0.31020754566437647,0.11476248012900662,0.1327069311528852,11179.611999999965,0.43829785863767146,0.31423273008043673,0.24746941128189184
0,1,69,attraction,B,M,A,competitor,8109.999999999999,0.78,0.65,0.63,12,15,14,1,2,0,True,False,True,0.4544561940035992,0.2822264904275224,0.2633173155688784,0.5192271735567155,0.4807728264432844,0.34043669187088016,0.11401950213271905,0.04586180469447239,0.23636468573305,0.13292867699136304,0.13038863857751534,7086.50699999975,0.2822264904275224,0.4544561940035992,0.2633173155688784
0,1,70,compromise,B,M,A,competitor,13330.0,0.75,0.65,0.55,12,14,17,1,0,2,False,True,True,0.25315053020972955,0.5020238578279317,0.24482561196233874,0.47092278493413514,0.5290772150658649,0.09025243223949143,0.1628980979702381,0.22465652381867773,0.27736733400925395,0.15601382887596596,0.08881178308637279,11800.235999999917,0.5020238578279317,0.25315053020972955,0.24482561196233874
0,1,71,attraction,A,M,A,target,13040.0,0.78,0.68,0.76,12,15,11,1,0,2,True,True,True,0.6006435169206502,0.20721071642947061,0.19214576664987915,0.48237915068685133,0.5176208493131487,0.3248737476020208,0.2757697693186294,0.09372744204188942,0.11348327438758121,0.06377796104294112,0.12836780560693806,11085.334000000148,0.6006435169206502,0.20721071642947061,0.19214576664987915
0,1,72,compromise,A,L,A,target,8570.0,0.75,0.62,0.88,12,15,8,0,2,1,False,False,True,0.3273598447679763,0.2907670215587144,0.38187313367330933,0.46831738332590006,0.5316826166740999,0.08657744572293374,0.24078239904504253,0.12427193362999567,0.16649508792871875,0.25746800397297065,0.12440512970033864,7507.72900000005,0.3273598447679763,0.2907670215587144,0.38187313367330933
0,1,73,attraction,A,L,A,target,10050.0,0.75,0.65,0.73,12,15,11,0,1,2,True,True,True,0.46247014437889833,0.2608205856479575,0.27670926997314416,0.4483717343438736,0.5516282656561264,0.2360004466734217,0.22646969770547665,0.09320615523155239,0.16761443041640514,0.11916513243889952,0.15754413753424462,8937.17799999984,0.46247014437889833,0.2608205856479575,0.27670926997314416
0,1,74,compromise,B,L,B,target,7110.0,0.72,0.68,0.58,11,15,18,2,0,1,True,True,True,0.2543157314288727,0.4070866377091793,0.338597630861948,0.3732758757273061,0.626724124272694,0.08836532479320496,0.1659504066356677,0.17890482858513618,0.22818180912404312,0.10600572234896491,0.23259190851298311,6122.310999999871,0.4070866377091793,0.2543157314288727,0.338597630861948
