,subject,block,trial,effect,target,key,choice,choice_tcd,rt,pA,pB,pC,mA,mB,mC,pos_A,pos_B,pos_C,pA_top,pB_top,pC_top
33,5,1,34,compromise,B,L,B,target,9080.0,0.75,0.62,0.58,7,14,33,2,0,1,False,True,True
34,5,1,35,compromise,B,R,B,target,18150.0,0.72,0.65,0.52,7,15,32,1,2,0,False,False,False
35,5,1,36,filler,,R,C,,6870.0,0.29,0.42,0.72,34,23,13,1,0,2,True,True,True
36,5,1,37,attraction,A,M,B,competitor,9190.0,0.78,0.68,0.76,6,15,5,0,1,2,True,False,False
37,5,1,38,attraction,B,L,A,competitor,18560.0,0.72,0.62,0.6,7,15,14,0,1,2,True,True,False
38,5,1,39,filler,,R,C,,9100.0,0.16,0.46,0.87,62,21,11,0,1,2,False,True,True
39,5,1,40,compromise,A,R,A,target,5600.0,0.78,0.65,0.82,7,14,4,2,0,1,False,True,True
40,5,1,41,compromise,B,L,B,target,14810.0,0.75,0.68,0.55,6,14,32,1,0,2,True,True,False
41,5,1,42,compromise,B,M,C,decoy,11770.0,0.72,0.68,0.58,7,14,33,0,2,1,False,True,False
42,5,1,43,attraction,B,M,B,target,10270.0,0.75,0.62,0.6,6,15,14,0,1,2,True,True,False
43,5,1,44,compromise,B,L,B,target,18300.0,0.72,0.62,0.55,7,14,33,2,0,1,False,False,True
44,5,1,45,compromise,A,R,A,target,10830.0,0.78,0.68,0.88,7,15,3,2,1,0,True,False,False
45,5,1,46,compromise,A,M,A,target,6110.0,0.78,0.62,0.85,7,14,3,1,0,2,True,False,False
46,5,1,47,attraction,B,M,A,competitor,9840.0,0.78,0.68,0.66,6,14,13,1,2,0,True,True,False
47,5,1,48,attraction,B,L,A,competitor,18060.0,0.78,0.65,0.63,7,15,14,0,1,2,False,True,False
48,5,1,49,compromise,B,L,A,competitor,18160.0,0.78,0.62,0.55,7,14,33,0,1,2,False,True,True
49,5,1,50,attraction,A,R,A,target,10560.0,0.72,0.65,0.7,6,14,5,2,1,0,False,False,False
50,5,1,51,compromise,B,L,B,target,9750.0,0.72,0.68,0.55,6,14,33,1,0,2,False,False,True
51,5,1,52,attraction,A,M,A,target,16690.0,0.78,0.62,0.76,6,15,5,1,0,2,True,False,False
52,5,1,53,filler,,R,C,,9700.0,0.24,0.37,0.76,41,27,13,0,1,2,False,False,False
53,5,1,54,attraction,B,L,B,target,14020.0,0.75,0.68,0.66,6,14,13,1,0,2,False,True,False
54,5,1,55,compromise,A,L,A,target,13140.0,0.78,0.62,0.85,6,15,3,0,1,2,False,False,False
55,5,1,56,filler,,L,C,,9550.0,0.32,0.48,0.85,31,20,11,1,2,0,True,False,False
56,5,1,57,attraction,A,L,A,target,10510.0,0.75,0.65,0.73,7,15,6,0,1,2,True,False,True
57,5,1,58,attraction,A,L,A,target,4400.0,0.72,0.65,0.7,6,15,5,0,2,1,True,True,True
58,5,1,59,compromise,B,M,A,competitor,10850.0,0.75,0.65,0.55,7,14,32,1,0,2,False,True,False
59,5,1,60,attraction,B,R,A,competitor,13350.0,0.78,0.62,0.6,7,15,14,2,0,1,False,True,True
60,5,1,61,attraction,A,R,A,target,13890.0,0.75,0.65,0.73,6,15,5,2,1,0,True,False,False
61,5,1,62,attraction,A,R,A,target,16980.0,0.75,0.65,0.73,7,14,6,2,0,1,True,True,True
62,5,1,63,compromise,A,R,A,target,12180.0,0.75,0.68,0.88,6,15,4,2,1,0,False,False,False
63,5,1,64,attraction,B,M,B,target,7720.0,0.78,0.62,0.6,6,15,14,0,1,2,False,False,False
64,5,1,65,attraction,B,R,B,target,12660.0,0.78,0.62,0.6,6,14,13,1,2,0,True,False,True
65,5,1,66,attraction,A,M,A,target,6090.0,0.72,0.65,0.7,6,15,5,1,0,2,False,True,True
66,5,1,67,filler,,R,C,,7020.0,0.28,0.67,0.78,35,14,12,1,0,2,True,True,True
67,5,1,68,attraction,B,R,B,target,13810.0,0.72,0.68,0.66,7,14,13,0,2,1,False,False,True
68,5,1,69,attraction,A,M,B,competitor,23840.0,0.72,0.68,0.7,6,14,5,0,1,2,True,True,True
69,5,1,70,attraction,B,L,B,target,14980.0,0.78,0.65,0.63,6,15,14,2,0,1,True,True,True
70,5,1,71,attraction,A,R,A,target,8119.999999999999,0.78,0.62,0.76,7,14,6,2,1,0,False,False,True
71,5,1,72,compromise,B,R,A,competitor,10420.0,0.72,0.62,0.55,7,14,33,2,0,1,False,False,False
72,5,1,73,compromise,B,R,B,target,16730.0,0.75,0.62,0.58,6,15,32,0,2,1,True,False,True
73,5,1,74,filler,,M,C,,10100.0,0.19,0.56,0.8,52,17,12,2,0,1,False,True,True
74,5,1,75,compromise,B,L,B,target,11760.0,0.72,0.65,0.55,6,15,33,1,0,2,True,True,False
75,5,2,76,attraction,A,L,B,competitor,27020.0,0.78,0.68,0.76,6,15,5,2,0,1,True,False,True
76,5,2,77,compromise,B,M,B,target,7600.0,0.72,0.68,0.55,5,14,32,0,1,2,True,False,True
77,5,2,78,attraction,A,R,B,competitor,10170.0,0.72,0.65,0.7,5,15,4,0,2,1,True,True,True
78,5,2,79,filler,,R,C,,7320.0,0.24,0.37,0.76,41,27,13,1,0,2,True,False,True
79,5,2,80,attraction,B,L,B,target,11600.0,0.78,0.65,0.63,6,15,14,1,0,2,False,True,False
80,5,2,81,compromise,A,M,B,competitor,19720.0,0.72,0.68,0.82,6,15,3,2,1,0,False,False,False
81,5,2,82,attraction,A,M,A,target,11860.0,0.78,0.62,0.76,5,15,4,1,2,0,True,True,True
82,5,2,83,attraction,B,M,B,target,14790.0,0.72,0.62,0.6,6,15,14,2,1,0,False,False,False
83,5,2,84,compromise,A,M,A,target,9760.0,0.78,0.68,0.88,6,15,3,1,0,2,False,False,True
84,5,2,85,compromise,A,M,B,competitor,20640.0,0.72,0.68,0.82,6,15,3,2,1,0,False,True,False
85,5,2,86,attraction,A,L,B,competitor,11570.0,0.75,0.65,0.73,5,15,4,2,0,1,False,True,True
86,5,2,87,compromise,B,M,C,decoy,16370.000000000002,0.72,0.62,0.55,6,14,32,2,0,1,False,False,False
87,5,2,88,compromise,A,M,A,target,6120.0,0.75,0.65,0.82,6,15,3,1,0,2,True,True,False
88,5,2,89,attraction,A,L,B,competitor,15590.0,0.72,0.65,0.7,6,15,5,2,0,1,False,True,True
89,5,2,90,attraction,A,R,B,competitor,10180.0,0.72,0.68,0.7,5,14,4,0,2,1,False,False,False
90,5,2,91,attraction,A,R,A,target,13300.0,0.75,0.65,0.73,6,15,5,2,1,0,True,False,False
91,5,2,92,attraction,B,R,B,target,9960.0,0.72,0.68,0.66,6,14,13,1,2,0,True,True,False
92,5,2,93,attraction,B,R,B,target,9390.0,0.75,0.68,0.66,5,14,13,0,2,1,False,False,True
93,5,2,94,compromise,A,R,A,target,9300.0,0.78,0.68,0.85,5,15,3,2,1,0,False,True,False
94,5,2,95,filler,,M,C,,7550.0,0.27,0.47,0.86,37,21,11,2,0,1,True,False,True
95,5,2,96,attraction,B,R,B,target,16340.0,0.72,0.65,0.63,6,14,13,1,2,0,False,True,True
96,5,2,97,filler,,L,C,,11270.0,0.16,0.46,0.87,62,21,11,2,1,0,False,True,False
97,5,2,98,attraction,B,M,B,target,10550.0,0.78,0.62,0.6,5,15,14,2,1,0,True,True,True
98,5,2,99,compromise,B,L,B,target,16930.0,0.72,0.68,0.58,5,15,32,2,0,1,False,False,True
99,5,2,100,attraction,B,R,B,target,6130.0,0.72,0.62,0.6,6,14,13,1,2,0,False,False,True
100,5,2,101,attraction,B,M,B,target,5570.0,0.75,0.62,0.6,5,15,14,0,1,2,False,True,True
101,5,2,102,attraction,B,R,B,target,6030.0,0.75,0.65,0.63,5,14,13,1,2,0,False,True,False
102,5,2,103,compromise,A,L,A,target,5340.0,0.78,0.62,0.85,6,14,3,0,2,1,False,False,False
103,5,2,104,attraction,B,R,A,competitor,7710.0,0.78,0.65,0.63,5,15,14,2,0,1,False,True,False
104,5,2,105,filler,,R,C,,5440.0,0.19,0.59,0.81,52,16,12,0,1,2,False,False,False
105,5,2,106,compromise,B,R,C,decoy,9080.0,0.75,0.62,0.58,5,15,31,1,0,2,True,False,False
106,5,2,107,compromise,B,R,B,target,12310.0,0.78,0.62,0.55,6,14,32,0,2,1,True,True,True
107,5,2,108,compromise,A,L,A,target,5020.0,0.78,0.65,0.82,6,14,4,0,1,2,False,True,False
108,5,2,109,compromise,A,R,A,target,5720.0,0.78,0.65,0.82,6,14,3,2,1,0,False,False,True
109,5,2,110,filler,,R,C,,14820.0,0.29,0.42,0.72,34,23,13,0,1,2,True,False,True
110,5,2,111,attraction,A,L,A,target,7470.0,0.78,0.62,0.76,6,14,5,0,2,1,False,True,True
111,5,2,112,attraction,B,R,B,target,6820.0,0.72,0.62,0.6,6,15,14,0,2,1,False,True,True
112,5,2,113,attraction,B,R,A,competitor,7800.0,0.78,0.62,0.6,6,15,14,2,0,1,True,True,True
113,5,2,114,compromise,B,R,B,target,17840.0,0.72,0.65,0.52,6,15,31,0,2,1,True,True,True
114,5,2,115,filler,,R,C,,11100.0,0.32,0.6,0.78,31,16,12,1,0,2,True,False,False
115,5,2,116,compromise,A,R,C,decoy,7870.0,0.75,0.62,0.88,5,15,4,0,1,2,False,False,False
116,5,2,117,attraction,A,R,A,target,7180.0,0.72,0.65,0.7,5,15,4,2,0,1,False,False,False
117,5,2,118,compromise,B,M,B,target,8640.0,0.72,0.62,0.58,5,14,32,0,1,2,True,False,False
118,5,2,119,compromise,A,M,A,target,12300.0,0.75,0.68,0.88,5,15,4,1,0,2,False,True,True
119,5,2,120,compromise,B,M,B,target,13000.0,0.75,0.65,0.55,6,14,31,0,1,2,True,False,False
120,5,2,121,compromise,B,R,B,target,9150.0,0.72,0.65,0.55,5,15,32,1,2,0,True,True,False
121,5,2,122,compromise,B,M,B,target,9230.0,0.75,0.68,0.55,5,14,31,2,1,0,True,True,False
122,5,2,123,compromise,A,R,C,decoy,24690.0,0.78,0.62,0.85,5,15,3,1,0,2,True,False,False
123,5,2,124,attraction,A,L,A,target,13370.0,0.78,0.68,0.76,5,15,4,0,2,1,False,False,True
124,5,2,125,attraction,B,L,B,target,12750.0,0.78,0.62,0.6,5,14,13,1,0,2,True,True,False
125,5,2,126,filler,,M,C,,5160.0,0.31,0.38,0.85,32,26,11,0,2,1,False,False,False
126,5,2,127,compromise,A,R,C,decoy,5710.0,0.78,0.68,0.88,5,15,4,0,1,2,True,True,False
127,5,2,128,attraction,A,R,B,competitor,3900.0,0.75,0.68,0.73,5,14,4,1,2,0,True,True,True
128,5,2,129,filler,,R,C,,5190.0,0.19,0.56,0.8,52,17,12,1,0,2,False,True,True
129,5,2,130,attraction,A,R,A,target,6510.0,0.75,0.65,0.73,6,15,5,2,1,0,False,False,True
130,5,2,131,compromise,B,M,B,target,6270.0,0.75,0.62,0.58,6,14,32,0,1,2,True,True,True
131,5,2,132,attraction,A,L,A,target,6290.0,0.75,0.65,0.73,6,14,5,0,1,2,False,False,True
132,5,2,133,compromise,B,M,B,target,7370.0,0.78,0.65,0.52,6,14,31,2,1,0,False,False,False
133,5,2,134,filler,,L,C,,5800.0,0.27,0.61,0.89,37,16,11,1,2,0,True,False,False
134,5,2,135,compromise,A,R,A,target,5960.0,0.78,0.68,0.82,6,15,4,2,0,1,True,True,True
135,5,2,136,attraction,A,R,A,target,9580.0,0.72,0.62,0.7,6,15,5,2,1,0,False,True,True
136,5,2,137,attraction,B,L,A,competitor,8430.0,0.78,0.65,0.63,6,15,14,0,1,2,True,False,False
137,5,2,138,filler,,R,C,,6870.0,0.28,0.67,0.78,35,14,12,0,1,2,False,False,False
138,5,2,139,attraction,A,R,C,decoy,14170.0,0.72,0.65,0.7,5,14,4,0,1,2,False,True,False
139,5,2,140,compromise,B,L,B,target,20620.0,0.72,0.62,0.55,6,14,32,2,0,1,False,False,False
140,5,2,141,compromise,B,R,B,target,12480.0,0.72,0.68,0.52,6,15,32,1,2,0,True,False,True
141,5,2,142,attraction,A,M,B,competitor,11990.0,0.75,0.65,0.73,6,14,5,2,1,0,False,True,False
142,5,2,143,compromise,A,R,A,target,4250.0,0.75,0.62,0.88,6,15,3,2,1,0,False,True,True
143,5,2,144,compromise,A,R,A,target,6600.0,0.72,0.65,0.82,6,15,3,2,0,1,False,False,True
144,5,2,145,compromise,B,L,B,target,8360.0,0.72,0.68,0.58,6,14,32,1,0,2,False,False,True
145,5,2,146,attraction,B,M,B,target,8530.0,0.78,0.68,0.66,5,14,13,2,1,0,False,True,True
146,5,2,147,attraction,B,R,B,target,9920.0,0.72,0.62,0.6,5,15,14,0,2,1,True,False,True
147,5,2,148,compromise,B,M,B,target,4680.0,0.72,0.65,0.58,5,15,31,2,1,0,False,True,True
148,5,2,149,compromise,A,R,A,target,8790.0,0.75,0.65,0.85,6,15,4,2,1,0,True,True,False
149,5,2,150,filler,,M,C,,5480.0,0.32,0.48,0.85,31,20,11,0,2,1,True,True,True
150,5,3,151,compromise,B,L,B,target,6240.0,0.72,0.68,0.55,5,14,35,1,0,2,True,True,True
151,5,3,152,compromise,A,M,A,target,6510.0,0.78,0.65,0.82,6,14,3,1,2,0,True,True,True
152,5,3,153,compromise,B,M,B,target,5580.0,0.72,0.62,0.55,6,14,35,0,1,2,False,True,True
153,5,3,154,compromise,A,R,A,target,4390.0,0.78,0.68,0.85,5,15,3,2,0,1,True,True,True
154,5,3,155,compromise,A,R,B,competitor,11000.0,0.75,0.65,0.85,6,15,4,0,2,1,False,True,False
155,5,3,156,compromise,A,M,C,decoy,15760.0,0.75,0.68,0.88,5,15,4,2,0,1,False,False,True
156,5,3,157,compromise,A,L,A,target,8540.0,0.78,0.62,0.85,5,15,3,0,1,2,False,True,True
157,5,3,158,attraction,A,L,A,target,5660.0,0.78,0.62,0.76,5,15,4,0,2,1,False,False,True
158,5,3,159,filler,,M,C,,6990.0,0.19,0.56,0.8,52,17,12,2,0,1,True,False,False
159,5,3,160,compromise,B,R,B,target,16219.999999999998,0.75,0.62,0.58,5,15,34,1,2,0,False,True,True
160,5,3,161,attraction,A,L,C,decoy,13880.0,0.75,0.65,0.73,6,14,5,2,1,0,False,True,True
161,5,3,162,compromise,B,M,B,target,14100.0,0.75,0.68,0.55,5,14,34,2,1,0,True,True,True
162,5,3,163,attraction,B,L,A,competitor,11060.0,0.78,0.65,0.63,6,15,14,0,1,2,False,False,True
163,5,3,164,filler,,R,C,,3950.0,0.24,0.37,0.76,41,27,13,0,1,2,False,False,False
164,5,3,165,compromise,A,R,B,competitor,11510.0,0.72,0.65,0.82,6,15,3,1,2,0,True,True,True
165,5,3,166,filler,,M,C,,10720.0,0.29,0.42,0.72,34,23,13,0,2,1,False,True,True
166,5,3,167,compromise,B,L,B,target,7030.0,0.72,0.65,0.52,6,15,34,1,0,2,True,False,True
167,5,3,168,compromise,A,L,A,target,10290.0,0.78,0.68,0.82,6,15,4,0,1,2,True,True,False
168,5,3,169,attraction,A,R,A,target,6780.0,0.75,0.65,0.73,6,14,5,2,0,1,False,False,True
169,5,3,170,compromise,A,M,A,target,8170.0,0.72,0.68,0.82,6,15,3,1,0,2,False,True,False
170,5,3,171,compromise,A,M,B,competitor,5310.0,0.75,0.62,0.88,6,15,3,0,1,2,False,True,True
171,5,3,172,attraction,B,R,B,target,7650.0,0.72,0.62,0.6,6,15,14,0,2,1,True,True,True
172,5,3,173,filler,,L,C,,4830.0,0.16,0.46,0.87,62,21,11,1,2,0,True,True,False
173,5,3,174,filler,,L,C,,6120.0,0.27,0.47,0.86,37,21,11,1,2,0,True,False,False
174,5,3,175,attraction,A,R,A,target,4980.0,0.78,0.62,0.76,6,14,5,2,1,0,True,False,True
175,5,3,176,filler,,L,C,,3670.0,0.19,0.59,0.81,52,16,12,2,1,0,True,True,True
176,5,3,177,attraction,B,L,B,target,6660.0,0.78,0.62,0.6,5,15,14,2,0,1,False,False,True
177,5,3,178,filler,,R,C,,4550.0,0.31,0.38,0.85,32,26,11,1,0,2,True,True,False
178,5,3,179,attraction,B,L,A,competitor,14720.0,0.78,0.62,0.6,6,15,14,0,2,1,False,False,False
179,5,3,180,filler,,L,C,,13540.0,0.28,0.67,0.78,35,14,12,1,2,0,True,True,False
180,5,3,181,attraction,B,M,B,target,6590.0,0.75,0.62,0.6,5,15,14,0,1,2,False,True,True
181,5,3,182,attraction,B,L,B,target,9100.0,0.72,0.62,0.6,5,15,14,2,0,1,False,True,True
182,5,3,183,attraction,B,L,B,target,5320.0,0.78,0.68,0.66,5,14,13,2,0,1,False,False,True
183,5,3,184,filler,,M,C,,6910.0,0.32,0.6,0.78,31,16,12,0,2,1,False,True,False
184,5,3,185,filler,,R,C,,3990.0,0.32,0.48,0.85,31,20,11,1,0,2,True,False,True
185,5,3,186,compromise,B,R,B,target,8910.0,0.75,0.65,0.55,6,14,34,0,2,1,True,False,True
186,5,3,187,attraction,A,L,B,competitor,16070.0,0.75,0.65,0.73,5,15,4,1,0,2,False,True,False
187,5,3,188,attraction,B,R,B,target,4850.0,0.78,0.62,0.6,5,14,13,1,2,0,True,False,False
188,5,3,189,attraction,B,M,B,target,6980.0,0.72,0.68,0.66,6,14,13,2,1,0,True,False,False
189,5,3,190,filler,,R,C,,3740.0,0.27,0.61,0.89,37,16,11,1,0,2,True,False,False
190,5,3,191,compromise,A,L,B,competitor,8480.0,0.75,0.62,0.88,5,15,4,2,0,1,False,True,False
191,5,3,192,attraction,A,L,A,target,10160.0,0.72,0.65,0.7,5,15,4,0,1,2,True,False,False
192,5,3,193,attraction,A,R,B,competitor,8760.0,0.72,0.62,0.7,6,15,5,1,2,0,False,False,False
193,5,3,194,attraction,A,R,A,target,8260.0,0.72,0.65,0.7,5,15,4,2,1,0,True,True,False
194,5,3,195,compromise,B,R,B,target,11690.0,0.72,0.68,0.52,6,15,35,0,2,1,False,False,False
195,5,3,196,compromise,B,L,B,target,7340.0,0.72,0.65,0.58,5,15,34,2,0,1,False,True,True
196,5,3,197,attraction,B,R,B,target,7580.0,0.75,0.68,0.66,5,14,13,0,2,1,True,False,False
197,5,3,198,attraction,B,R,B,target,4960.0,0.72,0.65,0.63,6,14,13,0,2,1,True,True,True
198,5,3,199,compromise,B,R,B,target,4000.0,0.78,0.62,0.55,6,14,35,1,2,0,True,True,True
199,5,3,200,compromise,A,M,B,competitor,12670.0,0.75,0.65,0.82,6,15,3,2,1,0,True,False,True
200,5,3,201,attraction,B,M,B,target,7360.0,0.75,0.65,0.63,5,14,13,2,1,0,True,False,False
201,5,3,202,attraction,A,R,A,target,5010.0,0.72,0.65,0.7,6,15,5,2,0,1,False,True,False
202,5,3,203,attraction,A,L,B,competitor,8290.0,0.78,0.68,0.76,5,15,4,1,0,2,False,False,False
203,5,3,204,compromise,A,L,C,decoy,5960.0,0.78,0.68,0.88,5,15,4,1,2,0,True,True,True
204,5,3,205,compromise,B,M,B,target,4520.0,0.72,0.62,0.55,6,14,35,2,1,0,True,True,True
205,5,3,206,attraction,A,M,A,target,5630.0,0.72,0.68,0.7,5,14,4,1,0,2,False,True,True
206,5,3,207,attraction,A,R,B,competitor,4600.0,0.78,0.68,0.76,6,15,5,1,2,0,False,True,True
207,5,3,208,compromise,A,M,B,competitor,6860.0,0.72,0.68,0.82,6,15,3,0,1,2,True,True,True
208,5,3,209,compromise,A,R,A,target,13810.0,0.78,0.65,0.82,6,14,4,2,0,1,False,True,False
209,5,3,210,attraction,B,R,B,target,14820.0,0.72,0.62,0.6,6,14,13,0,2,1,True,True,False
210,5,3,211,attraction,A,L,A,target,16510.0,0.75,0.65,0.73,6,15,5,0,2,1,True,False,False
211,5,3,212,compromise,B,R,B,target,4560.0,0.78,0.65,0.52,6,14,34,1,2,0,False,True,True
212,5,3,213,compromise,B,R,B,target,4510.0,0.75,0.62,0.58,6,14,35,0,2,1,True,True,True
213,5,3,214,attraction,B,M,A,competitor,17840.0,0.78,0.65,0.63,6,15,14,1,2,0,True,False,False
214,5,3,215,compromise,A,M,B,competitor,20010.0,0.78,0.68,0.88,6,15,3,2,1,0,False,False,False
215,5,3,216,attraction,B,R,B,target,7720.0,0.72,0.62,0.6,6,15,14,1,2,0,True,True,True
216,5,3,217,compromise,B,R,B,target,8070.0,0.72,0.62,0.58,5,14,35,1,2,0,True,False,False
217,5,3,218,compromise,A,L,A,target,6230.0,0.78,0.62,0.85,6,14,3,0,2,1,False,True,True
218,5,3,219,compromise,B,R,B,target,6120.0,0.72,0.68,0.58,5,15,35,0,2,1,False,False,False
219,5,3,220,attraction,B,L,B,target,16870.0,0.78,0.65,0.63,5,15,14,1,0,2,True,True,False
220,5,3,221,compromise,B,L,B,target,8300.0,0.72,0.68,0.58,6,14,35,1,0,2,True,True,True
221,5,3,222,compromise,B,L,B,target,9270.0,0.72,0.65,0.55,5,15,35,1,0,2,True,True,True
222,5,3,223,attraction,A,R,A,target,4170.0,0.72,0.65,0.7,5,14,4,2,0,1,False,False,False
223,5,3,224,attraction,A,M,A,target,5830.0,0.75,0.65,0.73,6,15,5,1,2,0,True,False,False
224,5,3,225,attraction,A,M,B,competitor,9380.0,0.75,0.68,0.73,5,14,4,2,1,0,True,True,False
0,6,1,1,filler,,M,C,,52570.0,0.31,0.38,0.85,32,26,11,0,2,1,False,False,False
1,6,1,2,compromise,A,R,B,competitor,24830.0,0.78,0.68,0.82,11,15,9,0,2,1,False,False,False
2,6,1,3,attraction,B,M,A,competitor,32299.999999999996,0.72,0.62,0.6,11,14,13,1,0,2,True,True,True
3,6,1,4,attraction,A,R,B,competitor,33530.0,0.75,0.68,0.73,10,14,9,0,2,1,True,False,True
4,6,1,5,filler,,L,A,,60390.0,0.27,0.61,0.89,37,16,11,0,2,1,True,True,True
5,6,1,6,filler,,M,B,,42600.0,0.32,0.6,0.78,31,16,12,2,1,0,True,True,True
6,6,1,7,compromise,A,R,B,competitor,52190.0,0.78,0.68,0.88,10,15,9,0,2,1,True,True,False
7,6,1,8,attraction,A,M,B,competitor,22300.0,0.72,0.62,0.7,11,15,10,0,1,2,True,False,True
8,6,1,9,attraction,A,M,B,competitor,37230.0,0.75,0.65,0.73,11,14,10,2,1,0,True,False,False
9,6,1,10,compromise,A,R,B,competitor,44040.0,0.75,0.62,0.88,10,15,9,0,2,1,True,False,False
10,6,1,11,attraction,A,R,B,competitor,21500.0,0.78,0.68,0.76,11,15,10,1,2,0,False,True,True
11,6,1,12,filler,,M,B,,58070.0,0.27,0.47,0.86,37,21,11,2,1,0,True,True,True
12,6,1,13,attraction,B,L,A,competitor,44390.0,0.78,0.65,0.63,11,15,14,0,2,1,True,True,False
13,6,1,14,attraction,B,L,B,target,50640.0,0.72,0.65,0.63,11,14,13,2,0,1,False,False,False
14,6,1,15,compromise,A,L,B,competitor,12370.0,0.72,0.68,0.82,11,15,8,2,0,1,False,False,False
15,6,1,16,compromise,B,L,B,target,25720.0,0.72,0.68,0.52,11,15,22,2,0,1,True,True,True
16,6,1,17,compromise,B,M,C,decoy,13830.0,0.72,0.65,0.58,10,15,21,2,0,1,False,False,True
17,6,1,18,attraction,B,M,B,target,12510.0,0.72,0.62,0.6,10,15,14,2,1,0,False,True,True
18,6,1,19,compromise,A,L,B,competitor,16470.0,0.78,0.68,0.85,10,15,8,1,0,2,False,False,False
19,6,1,20,attraction,A,L,B,competitor,13880.0,0.72,0.65,0.7,11,15,10,1,0,2,True,False,True
20,6,1,21,compromise,A,M,A,target,24770.0,0.78,0.65,0.82,11,14,8,1,0,2,False,True,True
21,6,1,22,compromise,A,L,B,competitor,40600.0,0.75,0.65,0.85,11,15,9,1,0,2,False,False,True
22,6,1,23,compromise,A,R,B,competitor,17340.0,0.72,0.68,0.82,11,15,8,1,2,0,True,True,False
23,6,1,24,compromise,A,M,B,competitor,40640.0,0.75,0.65,0.82,11,15,8,0,1,2,True,False,False
24,6,1,25,attraction,B,R,B,target,26310.0,0.72,0.62,0.6,11,15,14,0,2,1,False,True,True
25,6,1,26,attraction,A,M,B,competitor,24430.0,0.75,0.65,0.73,11,15,10,0,1,2,True,False,True
26,6,1,27,compromise,B,R,C,decoy,14250.0,0.72,0.62,0.58,10,14,22,0,1,2,True,True,True
27,6,1,28,compromise,B,R,C,decoy,45210.0,0.78,0.65,0.52,11,14,21,1,0,2,False,True,True
28,6,1,29,compromise,A,R,B,competitor,9670.0,0.75,0.62,0.88,11,15,8,1,2,0,False,False,True
29,6,1,30,compromise,A,L,B,competitor,7380.0,0.72,0.65,0.82,11,15,8,1,0,2,False,False,False
30,6,1,31,compromise,B,R,B,target,18980.0,0.72,0.68,0.58,10,15,22,1,2,0,True,False,True
31,6,1,32,filler,,L,A,,68760.0,0.19,0.59,0.81,52,16,12,0,1,2,False,True,False
32,6,1,33,attraction,B,R,B,target,26840.0,0.75,0.65,0.63,10,14,13,0,2,1,True,False,False
33,6,1,34,compromise,B,M,C,decoy,13370.0,0.75,0.62,0.58,11,14,22,2,0,1,False,True,True
34,6,1,35,compromise,B,R,B,target,15820.0,0.72,0.65,0.52,11,15,21,1,2,0,False,False,False
35,6,1,36,filler,,M,A,,58230.0,0.29,0.42,0.72,34,23,13,1,0,2,True,True,True
36,6,1,37,attraction,A,M,B,competitor,16000.0,0.78,0.68,0.76,10,15,9,0,1,2,True,False,False
37,6,1,38,attraction,B,M,B,target,10800.0,0.72,0.62,0.6,11,15,14,0,1,2,True,True,False
38,6,1,39,filler,,M,B,,39620.0,0.16,0.46,0.87,62,21,11,0,1,2,False,True,True
39,6,1,40,compromise,A,R,A,target,25620.0,0.78,0.65,0.82,11,14,9,2,0,1,False,True,True
40,6,1,41,compromise,B,R,C,decoy,13430.0,0.75,0.68,0.55,10,14,21,1,0,2,True,True,False
41,6,1,42,compromise,B,M,C,decoy,20750.0,0.72,0.68,0.58,11,14,22,0,2,1,False,True,False
42,6,1,43,attraction,B,M,B,target,8400.0,0.75,0.62,0.6,10,15,14,0,1,2,True,True,False
43,6,1,44,compromise,B,M,C,decoy,10140.0,0.72,0.62,0.55,11,14,22,2,0,1,False,False,True
44,6,1,45,compromise,A,M,B,competitor,16059.999999999998,0.78,0.68,0.88,11,15,8,2,1,0,True,False,False
45,6,1,46,compromise,A,M,A,target,17450.0,0.78,0.62,0.85,11,14,8,1,0,2,True,False,False
46,6,1,47,attraction,B,R,B,target,19560.0,0.78,0.68,0.66,10,14,13,1,2,0,True,True,False
47,6,1,48,attraction,B,L,A,competitor,47560.0,0.78,0.65,0.63,11,15,14,0,1,2,False,True,False
48,6,1,49,compromise,B,R,C,decoy,13920.0,0.78,0.62,0.55,11,14,22,0,1,2,False,True,True
49,6,1,50,attraction,A,M,B,competitor,12100.0,0.72,0.65,0.7,10,14,9,2,1,0,False,False,False
50,6,1,51,compromise,B,R,C,decoy,23610.0,0.72,0.68,0.55,10,14,22,1,0,2,False,False,True
51,6,1,52,attraction,A,L,B,competitor,15130.0,0.78,0.62,0.76,10,15,9,1,0,2,True,False,False
52,6,1,53,filler,,R,C,,138690.0,0.24,0.37,0.76,41,27,13,0,1,2,False,False,False
53,6,1,54,attraction,B,L,B,target,15170.0,0.75,0.68,0.66,10,14,13,1,0,2,False,True,False
54,6,1,55,compromise,A,M,B,competitor,25910.0,0.78,0.62,0.85,10,15,8,0,1,2,False,False,False
55,6,1,56,filler,,M,A,,47870.0,0.32,0.48,0.85,31,20,11,1,2,0,True,False,False
56,6,1,57,attraction,A,M,B,competitor,15970.0,0.75,0.65,0.73,11,15,10,0,1,2,True,False,True
57,6,1,58,attraction,A,R,B,competitor,5340.0,0.72,0.65,0.7,10,15,9,0,2,1,True,True,True
58,6,1,59,compromise,B,R,C,decoy,11210.0,0.75,0.65,0.55,11,14,21,1,0,2,False,True,False
